,cmip5,cmip6,cmip7
1850,0.040303204615409045,0.015387902090013129,0.020256087776832552
1851,0.014832664615409838,0.015387902090013129,0.020256087776832552
1852,0.015420544615407561,0.009915985887096438,0.01334306210527002
1853,0.005234884615407236,0.009135941525672433,0.006697636289057118
1854,-0.008810335384583185,-0.000975830318493854,-0.010084145461084153
1855,-0.024580855384605457,-0.014850991451283106,-0.03362495948610722
1856,-0.03462593538458295,-0.02344336677235956,-0.05398286930792437
1857,-0.03430643538460503,-0.025861074555597358,-0.05979491682153965
1858,-0.020337895384595364,-0.01980979797153204,-0.03950001192618829
1859,0.004314724615405748,-0.0029495395168907634,-0.001005672978734583
1860,0.03216234461541848,0.011309866184619613,0.03500257369027012
1861,0.0406482646154096,0.021888013919362626,0.04390950932790988
1862,0.02665416461540635,0.019770555463849992,0.03222361780946562
1863,0.007445824615404353,0.007519735887102251,0.0198822293516474
1864,-0.0032510353845838836,0.0003426970118823192,-0.0016545718710783601
1865,-0.011212975384590299,-0.0067323692213322826,-0.008492773587044212
1866,-0.022778875384592855,-0.012390843160953317,-0.024081418577507698
1867,-0.030906955384586623,-0.015277849127336367,-0.039811938162258816
1868,-0.037578115384597405,-0.01968896822782826,-0.054263166958809735
1869,-0.017168455384606384,-0.009881812100438581,-0.027853825352859574
1870,0.013030684615397239,0.00794086622476434,0.007604525477509695
1871,0.043536544615411045,0.009344534287154373,0.05462370844250968
1872,0.035855764615392166,0.02013449790016361,0.05260819822204671
1873,0.02988750461540835,0.014413884020544401,0.045153123249534285
1874,0.004199704615405562,0.004757962021529374,0.02284599874911264
1875,-0.012209815384601596,-0.0035909159349232136,-0.0012035226014717863
1876,-0.031213675384596806,-0.019231294051884968,-0.03459065712632141
1877,-0.037629235384584576,-0.026408842670030477,-0.04156529115716635
1878,-0.0375908953845942,-0.0309531041706929,-0.04000282094799954
1879,-0.04125875538460336,-0.03678220967958182,-0.05676960411102049
1880,-0.0383960353845955,-0.03550039715281673,-0.05101012423085835
1881,-0.019647775384594248,-0.021511963667736424,-0.016522258770507822
1882,-0.0012062353846031782,-0.0021324962270991817,0.01624331788438462
1883,0.001771504615404865,-0.0062966131738063725,0.012167333562891553
1884,0.007790884615404911,-0.009271879989408215,0.006503551523638179
1885,-0.0047462953845863005,0.013936361167369704,0.014569879501146488
1886,-0.018753175384586346,-0.0005148650600157453,0.001952112632359194
1887,-0.039878515384601125,-0.01695630120890473,-0.031212296814880393
1888,-0.045437815384600434,-0.027137713746346794,-0.04554308053974154
1889,-0.04996193538459806,-0.031101763192246196,-0.05333755297995358
1890,-0.05359145538458779,-0.032520856204084105,-0.054040099950568986
1891,-0.04916957538459355,-0.029036497390935938,-0.05302499333135606
1892,-0.01704065538458035,-0.003547747190276232,-0.014813516514677803
1893,-0.004439575384605177,0.017319983333755316,0.025738662920397243
1894,0.013580224615404585,0.033799371682808305,0.03569122202075046
1895,0.025759564615398446,0.05361613350858378,0.0344261213545235
1896,0.010896424615409931,0.03483653282899463,0.017177557904714466
1897,-0.012222595384598389,0.009205590043201073,-0.0035795267568660616
1898,-0.03081749538458002,-0.007202643915432417,-0.036310568299267015
1899,-0.033718555384607315,-0.014912154296427798,-0.029000048246280854
1900,-0.040338595384601876,-0.024127612745704435,-0.045262312734191755
1901,-0.04426205538460499,-0.029472159781231036,-0.04793915957440585
1902,-0.05425601538459532,-0.03853960500010844,-0.06059495326553428
1903,-0.05315693538458063,-0.036387878156659274,-0.05695039994255981
1904,-0.026306155384608246,-0.01796063701262578,-0.030479069275817887
1905,0.00821262461541528,0.015283723247938268,0.0024358631076875094
1906,-0.015928795384597922,0.0005970506746775299,0.000205188938018955
1907,0.009171124615407143,0.02462229494905823,0.011469068432874246
1908,-0.0056281153845974125,0.011630212462976077,0.006720207332168228
1909,0.0026916646154063525,0.01973598555101357,0.0033131190071058877
1910,-0.01144301538459067,0.0029196573607654045,-0.009550135267368842
1911,-0.028478755384585927,-0.009488279349957975,-0.035755358405198646
1912,-0.03916283538460643,-0.027531917045264663,-0.05486646085062111
1913,-0.04507997538460308,-0.03443790160798112,-0.05716907393604269
1914,-0.0429712753845803,-0.03290719509803088,-0.05976517305900079
1915,-0.03442145538460522,-0.01914320416802511,-0.0491048011625829
1916,0.004506424615415744,0.020593539798716892,0.0030937335923418682
1917,0.03134442461539133,0.052583786484366415,0.02162142959400489
1918,0.050386624615405974,0.07372174125150617,0.0705945197920293
1919,0.04547910461541742,0.07750481922934759,0.05365245442923419
1920,0.016161784615395844,0.04484864695303399,0.014506823074876501
1921,-0.004592935384595739,0.013879883636319755,-0.01927077511591087
1922,-0.018024715384594856,-0.005303219150878021,-0.03141322381349732
1923,-0.03309233538459016,-0.02279489529332595,-0.049036158584452094
1924,-0.02904107538459006,-0.026841516320189385,-0.053189846646327164
1925,-0.025002595384586764,-0.019081469102862774,-0.042220473141972616
1926,0.0010813846154037491,0.0020561115024668197,-0.015046969666454515
1927,0.014001964615414954,0.03039293031669722,0.009017938563441383
1928,0.03745326461539798,0.05410064924059183,0.030897738970108
1929,0.02182332461539854,0.03856180082060504,0.026890037312043976
1930,0.01655796461541263,0.030598601603080304,0.0030328271951774693
1931,0.014283124615402492,0.030809914745204146,-0.007063188162270444
1932,-0.001295695384580722,0.008608229372241203,-0.028283575309110753
1933,-0.014995855384599644,-0.007929266634252597,-0.041584429580884756
1934,-0.030434095384589084,-0.014872404858291246,-0.04954755861390822
1935,-0.01613327538460471,-0.007122204729859504,-0.042799856411952164
1936,0.01152264461539803,0.01943999400728744,-0.010922388451228789
1937,0.061287964615401,0.07712389178499815,0.055036094440940535
1938,0.05289150461541648,0.08034938305372838,0.07505312451165323
1939,0.04464840461539347,0.06993096983402355,0.06366623546518903
1940,0.04256526461539333,0.06702904714299347,0.047674480863296634
1941,0.03456498461539654,0.04762437726464522,0.028602478678279655
1942,0.024456004615406028,0.03186695061045875,0.012928172002017799
1943,0.011267044615404072,0.013423937915128815,-0.014063235184417407
1944,-0.008899795384589787,-0.005222609000004286,-0.037376708068098015
1945,-0.005078575384590067,3.1976641898427254e-05,-0.03905849864465708
1946,0.02904402461541667,0.035317458289191424,-0.0005294063236535294
1947,0.04158120461540789,0.0523914661418129,0.04060690253764855
1948,0.07217652461539924,0.09781703856795287,0.0729033210281289
1949,0.08885442461539714,0.11337679765880541,0.0876798090205379
1950,0.07690512461540365,0.09838062576295291,0.06956022231503857
1951,0.04592640461539231,0.06479123925825969,0.03182646535870176
1952,0.01568892461539831,0.020271697573745764,0.004000277229957555
1953,0.01455150461539324,0.018294721582984175,-0.019386330275686394
1954,-0.0032382553845870916,0.005260984749995714,-0.03530973728470681
1955,0.0003401446154154655,0.005418059142675202,-0.04462303064141401
1956,0.0157911646154017,0.03268852448139045,-0.024187117889909356
1957,0.08398524461539895,0.09275346241769988,0.04556969299371472
1958,0.1296354046154179,0.1486043827861763,0.10406551280893321
1959,0.12512406461541703,0.15598140835071334,0.10035723216092396
1960,0.09317406461541705,0.12437992116641934,0.06090518820223182
1961,0.07961448461539189,0.10274227037107547,0.0411504220936747
1962,0.03401544461541825,0.05469129169831171,-0.008387442831037787
1963,0.01209774461539896,0.021309969994561785,-0.031652489786315616
1964,0.005439364615414024,0.009717281437709833,-0.0392410849409568
1965,0.005605504615401378,0.004407642625502285,-0.04178045989434626
1966,0.010270204615392775,0.007377193547084834,-0.037346618170823645
1967,0.03374706461539845,0.03295946178071913,-0.012270706489544772
1968,0.0588597646154003,0.06469443014277935,0.014570892330571041
1969,0.06526254461539129,0.08143118798761229,0.02162155746765297
1970,0.07589550461539556,0.08439053319018093,0.03030440380852242
1971,0.07525650461541067,0.08632030429998998,0.029325755544911222
1972,0.03888462461541644,0.0576879719209217,-0.00813667944008289
1973,0.050961724615406906,0.05589797325595081,0.0024520604373547937
1974,0.01857720461539975,0.027106079195655546,-0.026539301577281956
1975,0.009375604615413929,0.01302832415230482,-0.036289539564243835
1976,-0.015238675384596808,0.013308023424550128,-0.044153431634023944
1977,-0.0010784353846062004,0.008674743875813101,-0.046974091025886434
1978,0.022922404615413235,0.03875783627236842,-0.024834606318317944
1979,0.07935888461539793,0.08488175931123423,0.02430766679814628
1980,0.12537966461541097,0.12359382260049341,0.07097508860625971
1981,0.127092184615417,0.11595549779005627,0.07431918590163714
1982,0.13308600461539438,0.11850499695034294,0.08039502158463932
1983,0.08079024461541638,0.0752292707490525,0.023833708174945966
1984,0.06970998461540816,0.07341849150567281,0.02407045240922843
1985,0.020008564615418205,0.022437103394903398,-0.028188385459460823
1986,-0.001551295384603736,0.005252521966413633,-0.04701628874820794
1987,-0.002024155384601272,0.00737360327527358,-0.04624805605877504
1988,0.017401444615404306,0.01821725000044139,-0.0289932523745852
1989,0.05480850461540021,0.06324209827194686,0.010343186325866418
1990,0.12705384461539757,0.12500471394788926,0.07434823447524108
1991,0.11496396461541031,0.1135846576283291,0.06389216614262536
1992,0.1012126846154042,0.11182798891044722,0.05020378462774688
1993,0.08286060461541973,0.09116723234918027,0.03324309887549579
1994,0.04790730461541811,0.04233404620654664,-0.0010364894786246167
1995,0.018321604615405794,0.012762387588722593,-0.02906074093679017
1996,0.0058611046153953334,0.007145193600597575,-0.03991054241365932
1997,-0.005321395384587231,-0.005022485328203492,-0.04966110014313417
1998,0.011011444615410117,0.011334015036818664,-0.034027155413971784
1999,0.057300604615413926,0.05824933656669141,0.010265728990461093
2000,0.09346800461540138,0.09270585920152352,0.04498511081299571
2001,0.13161630461541463,0.1177696413367506,0.08094125101113259
2002,0.12121338461541072,0.10723145791459641,0.058922332358933315
2003,0.1312456846153914,0.11250146406830021,0.07287870202126541
2004,0.07364622461540807,0.051204667594608004,0.00879658120844133
2005,0.050386624615405974,0.024422341892259784,-0.01943628625033557
2006,0.025657324615395053,-0.0020495780442865907,-0.04609311873267547
2007,0.020059684615405374,-0.00801921705061768,-0.049543455446078265
2008,0.008979424615397146,-0.019530013216607266,-0.05817160526146599
2009,0.004864264615413094,-0.022036075155938077,-0.05459139679400555
2010,,-0.022089150430322523,-0.055317552861552884
2011,,8.500952525614592e-05,-0.036276546199521635
2012,,0.0344115985128662,-0.0020354398745851994
2013,,0.048775282786239306,0.01867973878008306
2014,,0.05706642748063232,0.024424649822000398
2015,,0.06694869344007097,0.03418664167505012
2016,,0.03705369665069019,0.0417725013845004
2017,,0.000255371917560069,-0.020226588064177802
2018,,-0.009623983076925469,-0.04245083070025653
2019,,-0.0136249563619313,-0.046167103977241546
2020,,-0.014330273811624553,-0.04706787753514085
2021,,-0.009126036173495776,-0.03845425299917401
2022,,0.027399840365898487,-0.01710744376745556
2023,,0.06723565873867637,0.04592576203303624
2024,,0.08982419590154668,0.10572806511522953
